driverId,driver,raceId,gp,practicesession,lapno,is_p,laptime
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,7,FALSE,01:06.6
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,8,TRUE,01:29.0
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,9,FALSE,10:31.0
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,10,FALSE,01:05.8
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,11,FALSE,01:31.6
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,12,FALSE,01:06.0
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,13,FALSE,01:33.0
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,14,FALSE,01:23.8
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,15,FALSE,01:09.9
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,16,FALSE,01:33.7
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,17,FALSE,01:32.9
8,Kimi RAIKKONEN,1031,austrian-grand-prix,3,18,TRUE,01:44.0
815,Sergio PEREZ,1031,austrian-grand-prix,3,1,FALSE,12:20:10
815,Sergio PEREZ,1031,austrian-grand-prix,3,2,FALSE,01:05.9
815,Sergio PEREZ,1031,austrian-grand-prix,3,3,FALSE,01:17.9
815,Sergio PEREZ,1031,austrian-grand-prix,3,4,FALSE,01:12.8
815,Sergio PEREZ,1031,austrian-grand-prix,3,5,FALSE,11:47.4
815,Sergio PEREZ,1031,austrian-grand-prix,3,6,FALSE,01:06.0
815,Sergio PEREZ,1031,austrian-grand-prix,3,7,FALSE,01:21.5
815,Sergio PEREZ,1031,austrian-grand-prix,3,8,FALSE,01:07.5
815,Sergio PEREZ,1031,austrian-grand-prix,3,9,FALSE,01:24.9
815,Sergio PEREZ,1031,austrian-grand-prix,3,10,FALSE,01:05.7
815,Sergio PEREZ,1031,austrian-grand-prix,3,11,TRUE,01:20.3
815,Sergio PEREZ,1031,austrian-grand-prix,3,12,FALSE,12:05.8
815,Sergio PEREZ,1031,austrian-grand-prix,3,13,FALSE,01:04.6
815,Sergio PEREZ,1031,austrian-grand-prix,3,14,FALSE,01:22.2
815,Sergio PEREZ,1031,austrian-grand-prix,3,15,FALSE,01:25.3
815,Sergio PEREZ,1031,austrian-grand-prix,3,16,FALSE,01:04.8
815,Sergio PEREZ,1031,austrian-grand-prix,3,17,FALSE,01:39.8
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,1,TRUE,12:01:44
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,2,FALSE,18:05.2
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,3,FALSE,01:21.2
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,4,FALSE,01:06.7
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,5,FALSE,14:19.3
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,6,FALSE,01:06.2
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,7,FALSE,01:38.1
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,8,FALSE,01:21.7
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,9,TRUE,01:13.7
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,10,FALSE,12:45.1
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,11,FALSE,01:05.6
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,12,FALSE,01:32.5
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,13,FALSE,01:05.9
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,14,FALSE,01:26.3
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,15,FALSE,01:16.7
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,16,FALSE,01:41.3
825,Kevin MAGNUSSEN,1031,austrian-grand-prix,3,17,TRUE,01:50.1
839,Esteban OCON,1031,austrian-grand-prix,3,1,FALSE,12:16:01
839,Esteban OCON,1031,austrian-grand-prix,3,2,FALSE,01:05.9
839,Esteban OCON,1031,austrian-grand-prix,3,3,FALSE,01:22.4
839,Esteban OCON,1031,austrian-grand-prix,3,4,FALSE,01:26.3
839,Esteban OCON,1031,austrian-grand-prix,3,5,FALSE,01:05.8
839,Esteban OCON,1031,austrian-grand-prix,3,6,FALSE,01:27.8
839,Esteban OCON,1031,austrian-grand-prix,3,7,FALSE,19:09.9
839,Esteban OCON,1031,austrian-grand-prix,3,8,FALSE,01:05.0
839,Esteban OCON,1031,austrian-grand-prix,3,9,FALSE,01:35.9
839,Esteban OCON,1031,austrian-grand-prix,3,10,TRUE,01:28.8
832,Carlos SAINZ,1031,austrian-grand-prix,3,1,FALSE,12:09:02
832,Carlos SAINZ,1031,austrian-grand-prix,3,2,FALSE,01:06.3
832,Carlos SAINZ,1031,austrian-grand-prix,3,3,FALSE,01:23.1
832,Carlos SAINZ,1031,austrian-grand-prix,3,4,FALSE,01:06.3
832,Carlos SAINZ,1031,austrian-grand-prix,3,5,FALSE,01:25.9
832,Carlos SAINZ,1031,austrian-grand-prix,3,6,FALSE,01:17.2
832,Carlos SAINZ,1031,austrian-grand-prix,3,7,FALSE,01:05.9
832,Carlos SAINZ,1031,austrian-grand-prix,3,8,TRUE,01:31.2
832,Carlos SAINZ,1031,austrian-grand-prix,3,9,FALSE,17:33.3
832,Carlos SAINZ,1031,austrian-grand-prix,3,10,FALSE,01:06.5
832,Carlos SAINZ,1031,austrian-grand-prix,3,11,FALSE,01:32.3
832,Carlos SAINZ,1031,austrian-grand-prix,3,12,FALSE,01:14.7
832,Carlos SAINZ,1031,austrian-grand-prix,3,13,TRUE,01:12.9
832,Carlos SAINZ,1031,austrian-grand-prix,3,14,FALSE,01:51.9
832,Carlos SAINZ,1031,austrian-grand-prix,3,15,TRUE,01:13.3
832,Carlos SAINZ,1031,austrian-grand-prix,3,16,FALSE,06:35.3
832,Carlos SAINZ,1031,austrian-grand-prix,3,17,FALSE,01:05.2
832,Carlos SAINZ,1031,austrian-grand-prix,3,18,FALSE,01:27.3
832,Carlos SAINZ,1031,austrian-grand-prix,3,19,FALSE,01:05.2
832,Carlos SAINZ,1031,austrian-grand-prix,3,20,FALSE,01:24.0
832,Carlos SAINZ,1031,austrian-grand-prix,3,21,TRUE,01:12.8
832,Carlos SAINZ,1031,austrian-grand-prix,3,22,FALSE,04:14.6
832,Carlos SAINZ,1031,austrian-grand-prix,3,23,FALSE,01:34.8
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,1,FALSE,12:20:06
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,2,FALSE,01:06.4
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,3,FALSE,01:33.5
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,4,FALSE,21:44.9
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,5,FALSE,01:06.2
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,6,TRUE,01:19.6
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,7,FALSE,05:44.3
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,8,FALSE,01:05.7
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,9,FALSE,01:35.6
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,10,FALSE,01:23.1
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,11,FALSE,01:10.2
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,12,FALSE,01:22.0
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,13,FALSE,01:06.3
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,14,FALSE,01:34.9
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,3,15,TRUE,01:46.5
20,Sebastian VETTEL,1031,austrian-grand-prix,3,1,FALSE,12:17:40
20,Sebastian VETTEL,1031,austrian-grand-prix,3,2,FALSE,01:05.2
20,Sebastian VETTEL,1031,austrian-grand-prix,3,3,FALSE,01:40.0
20,Sebastian VETTEL,1031,austrian-grand-prix,3,4,FALSE,01:05.5
20,Sebastian VETTEL,1031,austrian-grand-prix,3,5,TRUE,01:25.1
20,Sebastian VETTEL,1031,austrian-grand-prix,3,6,FALSE,14:39.4
20,Sebastian VETTEL,1031,austrian-grand-prix,3,7,FALSE,01:04.9
20,Sebastian VETTEL,1031,austrian-grand-prix,3,8,FALSE,01:32.5
20,Sebastian VETTEL,1031,austrian-grand-prix,3,9,FALSE,01:05.5
20,Sebastian VETTEL,1031,austrian-grand-prix,3,10,FALSE,01:38.9
20,Sebastian VETTEL,1031,austrian-grand-prix,3,11,FALSE,01:05.2
20,Sebastian VETTEL,1031,austrian-grand-prix,3,12,TRUE,01:19.0
20,Sebastian VETTEL,1031,austrian-grand-prix,3,13,TRUE,09:36.9
20,Sebastian VETTEL,1031,austrian-grand-prix,3,14,TRUE,01:49.5
20,Sebastian VETTEL,1031,austrian-grand-prix,3,15,TRUE,01:38.7
20,Sebastian VETTEL,1031,austrian-grand-prix,3,16,FALSE,01:28.1
20,Sebastian VETTEL,1031,austrian-grand-prix,3,17,FALSE,01:08.3
20,Sebastian VETTEL,1031,austrian-grand-prix,3,18,FALSE,01:42.0
20,Sebastian VETTEL,1031,austrian-grand-prix,3,19,TRUE,01:53.1
154,Romain GROSJEAN,1031,austrian-grand-prix,3,1,TRUE,12:02:20
154,Romain GROSJEAN,1031,austrian-grand-prix,3,2,FALSE,17:37.8
154,Romain GROSJEAN,1031,austrian-grand-prix,3,3,FALSE,01:07.8
154,Romain GROSJEAN,1031,austrian-grand-prix,3,4,FALSE,01:31.2
154,Romain GROSJEAN,1031,austrian-grand-prix,3,5,FALSE,01:06.6
154,Romain GROSJEAN,1031,austrian-grand-prix,3,6,FALSE,12:02.0
154,Romain GROSJEAN,1031,austrian-grand-prix,3,7,FALSE,01:08.2
154,Romain GROSJEAN,1031,austrian-grand-prix,3,8,FALSE,01:21.8
154,Romain GROSJEAN,1031,austrian-grand-prix,3,9,TRUE,01:16.9
154,Romain GROSJEAN,1031,austrian-grand-prix,3,10,FALSE,15:12.0
154,Romain GROSJEAN,1031,austrian-grand-prix,3,11,FALSE,01:05.4
154,Romain GROSJEAN,1031,austrian-grand-prix,3,12,FALSE,01:40.7
154,Romain GROSJEAN,1031,austrian-grand-prix,3,13,FALSE,01:20.4
154,Romain GROSJEAN,1031,austrian-grand-prix,3,14,FALSE,01:06.2
154,Romain GROSJEAN,1031,austrian-grand-prix,3,15,FALSE,01:22.6
154,Romain GROSJEAN,1031,austrian-grand-prix,3,16,FALSE,01:40.2
154,Romain GROSJEAN,1031,austrian-grand-prix,3,17,TRUE,02:22.9
844,Charles LECLERC,1031,austrian-grand-prix,3,1,FALSE,12:17:53
844,Charles LECLERC,1031,austrian-grand-prix,3,2,FALSE,01:05.7
844,Charles LECLERC,1031,austrian-grand-prix,3,3,FALSE,01:46.9
844,Charles LECLERC,1031,austrian-grand-prix,3,4,FALSE,01:05.3
844,Charles LECLERC,1031,austrian-grand-prix,3,5,TRUE,01:28.5
844,Charles LECLERC,1031,austrian-grand-prix,3,6,FALSE,14:47.6
844,Charles LECLERC,1031,austrian-grand-prix,3,7,FALSE,01:04.7
844,Charles LECLERC,1031,austrian-grand-prix,3,8,FALSE,01:41.6
844,Charles LECLERC,1031,austrian-grand-prix,3,9,FALSE,01:27.0
844,Charles LECLERC,1031,austrian-grand-prix,3,10,FALSE,01:05.1
844,Charles LECLERC,1031,austrian-grand-prix,3,11,TRUE,01:22.3
844,Charles LECLERC,1031,austrian-grand-prix,3,12,TRUE,09:43.1
844,Charles LECLERC,1031,austrian-grand-prix,3,13,TRUE,01:41.5
844,Charles LECLERC,1031,austrian-grand-prix,3,14,FALSE,01:27.4
844,Charles LECLERC,1031,austrian-grand-prix,3,15,FALSE,01:08.5
844,Charles LECLERC,1031,austrian-grand-prix,3,16,FALSE,01:08.5
844,Charles LECLERC,1031,austrian-grand-prix,3,17,FALSE,01:08.8
844,Charles LECLERC,1031,austrian-grand-prix,3,18,FALSE,01:37.4
844,Charles LECLERC,1031,austrian-grand-prix,3,19,TRUE,01:39.3
848,Alexander ALBON,1031,austrian-grand-prix,3,1,FALSE,12:16:41
848,Alexander ALBON,1031,austrian-grand-prix,3,2,FALSE,01:06.6
848,Alexander ALBON,1031,austrian-grand-prix,3,3,FALSE,01:25.6
848,Alexander ALBON,1031,austrian-grand-prix,3,4,FALSE,01:05.8
848,Alexander ALBON,1031,austrian-grand-prix,3,5,FALSE,01:27.3
848,Alexander ALBON,1031,austrian-grand-prix,3,6,FALSE,01:27.6
848,Alexander ALBON,1031,austrian-grand-prix,3,7,FALSE,12:34.5
848,Alexander ALBON,1031,austrian-grand-prix,3,8,FALSE,01:08.4
848,Alexander ALBON,1031,austrian-grand-prix,3,9,FALSE,01:27.4
848,Alexander ALBON,1031,austrian-grand-prix,3,10,FALSE,01:06.5
848,Alexander ALBON,1031,austrian-grand-prix,3,11,TRUE,01:22.6
848,Alexander ALBON,1031,austrian-grand-prix,3,12,FALSE,10:09.0
848,Alexander ALBON,1031,austrian-grand-prix,3,13,FALSE,01:04.7
848,Alexander ALBON,1031,austrian-grand-prix,3,14,FALSE,01:26.9
848,Alexander ALBON,1031,austrian-grand-prix,3,15,FALSE,01:25.6
848,Alexander ALBON,1031,austrian-grand-prix,3,16,FALSE,01:05.3
848,Alexander ALBON,1031,austrian-grand-prix,3,17,FALSE,01:23.7
848,Alexander ALBON,1031,austrian-grand-prix,3,18,FALSE,01:25.6
848,Alexander ALBON,1031,austrian-grand-prix,3,19,FALSE,01:24.3
848,Alexander ALBON,1031,austrian-grand-prix,3,20,FALSE,01:38.5
848,Alexander ALBON,1031,austrian-grand-prix,3,21,TRUE,01:43.2
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,1,FALSE,12:18:20
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,2,FALSE,01:05.7
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,3,FALSE,01:33.9
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,4,FALSE,01:05.5
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,5,FALSE,01:30.5
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,6,FALSE,12:30.7
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,7,FALSE,01:05.3
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,8,FALSE,01:20.9
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,9,FALSE,01:05.5
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,10,TRUE,01:16.1
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,11,FALSE,07:33.3
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,12,FALSE,01:04.4
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,13,FALSE,01:35.3
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,14,FALSE,01:26.7
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,15,FALSE,01:04.8
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,16,TRUE,01:17.9
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,17,FALSE,05:30.5
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,18,FALSE,01:38.4
830,Max VERSTAPPEN,1031,austrian-grand-prix,3,19,TRUE,01:47.0
847,George RUSSELL,1031,austrian-grand-prix,3,1,FALSE,12:18:36
847,George RUSSELL,1031,austrian-grand-prix,3,2,FALSE,01:07.0
847,George RUSSELL,1031,austrian-grand-prix,3,3,FALSE,01:32.3
847,George RUSSELL,1031,austrian-grand-prix,3,4,FALSE,01:07.6
847,George RUSSELL,1031,austrian-grand-prix,3,5,FALSE,13:19.2
847,George RUSSELL,1031,austrian-grand-prix,3,6,FALSE,01:06.7
847,George RUSSELL,1031,austrian-grand-prix,3,7,FALSE,01:09.3
847,George RUSSELL,1031,austrian-grand-prix,3,8,FALSE,01:08.9
847,George RUSSELL,1031,austrian-grand-prix,3,9,FALSE,01:08.5
847,George RUSSELL,1031,austrian-grand-prix,3,10,TRUE,01:15.8
847,George RUSSELL,1031,austrian-grand-prix,3,11,TRUE,01:37.5
847,George RUSSELL,1031,austrian-grand-prix,3,12,FALSE,06:58.2
