driverId,driver,raceId,gp,practicesession,lapno,is_p,laptime
839,Esteban OCON,1031,austrian-grand-prix,2,22,FALSE,01:09.3
839,Esteban OCON,1031,austrian-grand-prix,2,23,FALSE,01:09.7
839,Esteban OCON,1031,austrian-grand-prix,2,24,FALSE,01:09.3
839,Esteban OCON,1031,austrian-grand-prix,2,25,FALSE,01:09.6
839,Esteban OCON,1031,austrian-grand-prix,2,26,FALSE,01:09.7
839,Esteban OCON,1031,austrian-grand-prix,2,27,FALSE,01:09.7
839,Esteban OCON,1031,austrian-grand-prix,2,28,FALSE,01:10.3
839,Esteban OCON,1031,austrian-grand-prix,2,29,TRUE,01:13.4
839,Esteban OCON,1031,austrian-grand-prix,2,30,FALSE,01:29.2
839,Esteban OCON,1031,austrian-grand-prix,2,31,FALSE,01:11.2
839,Esteban OCON,1031,austrian-grand-prix,2,32,FALSE,01:09.4
839,Esteban OCON,1031,austrian-grand-prix,2,33,FALSE,01:10.0
839,Esteban OCON,1031,austrian-grand-prix,2,34,FALSE,01:09.8
839,Esteban OCON,1031,austrian-grand-prix,2,35,FALSE,01:09.3
839,Esteban OCON,1031,austrian-grand-prix,2,36,FALSE,01:09.2
839,Esteban OCON,1031,austrian-grand-prix,2,37,FALSE,01:09.1
839,Esteban OCON,1031,austrian-grand-prix,2,38,FALSE,01:09.1
839,Esteban OCON,1031,austrian-grand-prix,2,39,FALSE,01:09.2
839,Esteban OCON,1031,austrian-grand-prix,2,40,FALSE,01:10.1
839,Esteban OCON,1031,austrian-grand-prix,2,41,FALSE,01:52.7
839,Esteban OCON,1031,austrian-grand-prix,2,42,TRUE,01:54.6
832,Carlos SAINZ,1031,austrian-grand-prix,2,1,FALSE,15:03:42
832,Carlos SAINZ,1031,austrian-grand-prix,2,2,FALSE,01:06.9
832,Carlos SAINZ,1031,austrian-grand-prix,2,3,FALSE,01:20.2
832,Carlos SAINZ,1031,austrian-grand-prix,2,4,FALSE,01:06.5
832,Carlos SAINZ,1031,austrian-grand-prix,2,5,FALSE,01:31.0
832,Carlos SAINZ,1031,austrian-grand-prix,2,6,FALSE,01:18.0
832,Carlos SAINZ,1031,austrian-grand-prix,2,7,FALSE,01:05.9
832,Carlos SAINZ,1031,austrian-grand-prix,2,8,TRUE,01:22.5
832,Carlos SAINZ,1031,austrian-grand-prix,2,9,FALSE,02:01.4
832,Carlos SAINZ,1031,austrian-grand-prix,2,10,FALSE,01:06.5
832,Carlos SAINZ,1031,austrian-grand-prix,2,11,FALSE,01:17.9
832,Carlos SAINZ,1031,austrian-grand-prix,2,12,FALSE,01:06.1
832,Carlos SAINZ,1031,austrian-grand-prix,2,13,TRUE,01:18.9
832,Carlos SAINZ,1031,austrian-grand-prix,2,14,FALSE,20:26.3
832,Carlos SAINZ,1031,austrian-grand-prix,2,15,FALSE,01:06.6
832,Carlos SAINZ,1031,austrian-grand-prix,2,16,FALSE,01:13.7
832,Carlos SAINZ,1031,austrian-grand-prix,2,17,FALSE,01:05.9
832,Carlos SAINZ,1031,austrian-grand-prix,2,18,TRUE,01:16.8
832,Carlos SAINZ,1031,austrian-grand-prix,2,19,FALSE,05:42.2
832,Carlos SAINZ,1031,austrian-grand-prix,2,20,FALSE,01:05.4
832,Carlos SAINZ,1031,austrian-grand-prix,2,21,TRUE,01:22.2
832,Carlos SAINZ,1031,austrian-grand-prix,2,22,FALSE,08:33.7
832,Carlos SAINZ,1031,austrian-grand-prix,2,23,FALSE,01:09.7
832,Carlos SAINZ,1031,austrian-grand-prix,2,24,FALSE,01:09.4
832,Carlos SAINZ,1031,austrian-grand-prix,2,25,FALSE,01:09.8
832,Carlos SAINZ,1031,austrian-grand-prix,2,26,FALSE,01:12.6
832,Carlos SAINZ,1031,austrian-grand-prix,2,27,FALSE,01:09.3
832,Carlos SAINZ,1031,austrian-grand-prix,2,28,FALSE,01:09.4
832,Carlos SAINZ,1031,austrian-grand-prix,2,29,FALSE,01:09.6
832,Carlos SAINZ,1031,austrian-grand-prix,2,30,FALSE,01:09.7
832,Carlos SAINZ,1031,austrian-grand-prix,2,31,FALSE,01:09.2
832,Carlos SAINZ,1031,austrian-grand-prix,2,32,FALSE,01:09.4
832,Carlos SAINZ,1031,austrian-grand-prix,2,33,FALSE,01:09.6
832,Carlos SAINZ,1031,austrian-grand-prix,2,34,TRUE,01:14.6
832,Carlos SAINZ,1031,austrian-grand-prix,2,35,FALSE,15:20.5
832,Carlos SAINZ,1031,austrian-grand-prix,2,36,FALSE,01:31.1
832,Carlos SAINZ,1031,austrian-grand-prix,2,37,TRUE,01:57.7
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,1,FALSE,15:04:37
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,2,FALSE,01:07.2
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,3,FALSE,01:35.7
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,4,FALSE,01:06.7
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,5,FALSE,01:33.7
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,6,FALSE,01:06.2
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,7,FALSE,01:30.4
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,8,TRUE,01:15.8
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,9,TRUE,01:45.8
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,10,FALSE,19:40.2
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,11,FALSE,01:05.7
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,12,FALSE,01:32.1
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,13,FALSE,01:05.6
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,14,FALSE,01:34.3
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,15,FALSE,01:24.1
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,16,FALSE,01:06.0
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,17,TRUE,01:20.4
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,18,FALSE,12:00.5
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,19,FALSE,01:09.1
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,20,FALSE,01:09.5
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,21,FALSE,01:09.6
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,22,FALSE,01:09.5
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,23,FALSE,01:09.8
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,24,FALSE,01:09.8
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,25,FALSE,01:09.9
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,26,FALSE,01:09.8
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,27,FALSE,01:09.9
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,28,FALSE,01:09.9
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,29,FALSE,01:10.2
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,30,FALSE,01:10.3
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,31,TRUE,01:13.9
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,32,FALSE,01:29.4
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,33,FALSE,01:09.3
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,34,FALSE,01:09.4
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,35,FALSE,01:09.3
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,36,FALSE,01:09.1
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,37,FALSE,01:09.4
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,38,FALSE,01:09.4
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,39,FALSE,01:09.5
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,40,FALSE,01:10.0
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,41,FALSE,01:10.3
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,42,FALSE,01:13.7
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,43,FALSE,01:09.3
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,44,FALSE,01:09.5
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,45,FALSE,01:10.0
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,46,FALSE,01:15.3
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,47,FALSE,01:09.8
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,48,FALSE,01:44.2
841,Antonio GIOVINAZZI,1031,austrian-grand-prix,2,49,TRUE,01:54.9
20,Sebastian VETTEL,1031,austrian-grand-prix,2,1,FALSE,15:09:40
20,Sebastian VETTEL,1031,austrian-grand-prix,2,2,FALSE,01:07.1
20,Sebastian VETTEL,1031,austrian-grand-prix,2,3,FALSE,01:27.1
20,Sebastian VETTEL,1031,austrian-grand-prix,2,4,FALSE,01:26.4
20,Sebastian VETTEL,1031,austrian-grand-prix,2,5,FALSE,01:18.2
20,Sebastian VETTEL,1031,austrian-grand-prix,2,6,FALSE,01:06.3
20,Sebastian VETTEL,1031,austrian-grand-prix,2,7,FALSE,01:24.3
20,Sebastian VETTEL,1031,austrian-grand-prix,2,8,TRUE,01:17.1
20,Sebastian VETTEL,1031,austrian-grand-prix,2,9,FALSE,14:23.9
20,Sebastian VETTEL,1031,austrian-grand-prix,2,10,FALSE,01:05.0
20,Sebastian VETTEL,1031,austrian-grand-prix,2,11,FALSE,01:31.1
20,Sebastian VETTEL,1031,austrian-grand-prix,2,12,FALSE,01:22.0
20,Sebastian VETTEL,1031,austrian-grand-prix,2,13,FALSE,01:05.5
20,Sebastian VETTEL,1031,austrian-grand-prix,2,14,TRUE,01:28.3
20,Sebastian VETTEL,1031,austrian-grand-prix,2,15,TRUE,01:57.7
20,Sebastian VETTEL,1031,austrian-grand-prix,2,16,TRUE,12:45.8
20,Sebastian VETTEL,1031,austrian-grand-prix,2,17,FALSE,01:39.7
20,Sebastian VETTEL,1031,austrian-grand-prix,2,18,FALSE,01:13.3
20,Sebastian VETTEL,1031,austrian-grand-prix,2,19,FALSE,01:09.4
20,Sebastian VETTEL,1031,austrian-grand-prix,2,20,FALSE,01:09.2
20,Sebastian VETTEL,1031,austrian-grand-prix,2,21,FALSE,01:09.3
20,Sebastian VETTEL,1031,austrian-grand-prix,2,22,FALSE,01:09.8
20,Sebastian VETTEL,1031,austrian-grand-prix,2,23,FALSE,01:11.2
20,Sebastian VETTEL,1031,austrian-grand-prix,2,24,FALSE,01:09.5
20,Sebastian VETTEL,1031,austrian-grand-prix,2,25,FALSE,01:09.4
20,Sebastian VETTEL,1031,austrian-grand-prix,2,26,FALSE,01:09.8
20,Sebastian VETTEL,1031,austrian-grand-prix,2,27,FALSE,01:09.6
20,Sebastian VETTEL,1031,austrian-grand-prix,2,28,FALSE,01:11.5
20,Sebastian VETTEL,1031,austrian-grand-prix,2,29,FALSE,01:09.7
20,Sebastian VETTEL,1031,austrian-grand-prix,2,30,FALSE,01:09.5
20,Sebastian VETTEL,1031,austrian-grand-prix,2,31,FALSE,01:10.8
20,Sebastian VETTEL,1031,austrian-grand-prix,2,32,FALSE,01:09.8
20,Sebastian VETTEL,1031,austrian-grand-prix,2,33,FALSE,01:09.5
20,Sebastian VETTEL,1031,austrian-grand-prix,2,34,FALSE,01:09.7
20,Sebastian VETTEL,1031,austrian-grand-prix,2,35,FALSE,01:09.5
20,Sebastian VETTEL,1031,austrian-grand-prix,2,36,FALSE,01:09.3
20,Sebastian VETTEL,1031,austrian-grand-prix,2,37,FALSE,01:10.9
20,Sebastian VETTEL,1031,austrian-grand-prix,2,38,TRUE,01:13.8
20,Sebastian VETTEL,1031,austrian-grand-prix,2,39,TRUE,01:30.5
20,Sebastian VETTEL,1031,austrian-grand-prix,2,40,FALSE,01:33.9
20,Sebastian VETTEL,1031,austrian-grand-prix,2,41,FALSE,01:08.5
20,Sebastian VETTEL,1031,austrian-grand-prix,2,42,FALSE,01:08.7
20,Sebastian VETTEL,1031,austrian-grand-prix,2,43,FALSE,01:08.9
20,Sebastian VETTEL,1031,austrian-grand-prix,2,44,FALSE,01:08.6
20,Sebastian VETTEL,1031,austrian-grand-prix,2,45,FALSE,01:11.8
20,Sebastian VETTEL,1031,austrian-grand-prix,2,46,FALSE,01:09.4
20,Sebastian VETTEL,1031,austrian-grand-prix,2,47,FALSE,01:42.7
20,Sebastian VETTEL,1031,austrian-grand-prix,2,48,TRUE,01:53.6
154,Romain GROSJEAN,1031,austrian-grand-prix,2,1,FALSE,15:01:29
154,Romain GROSJEAN,1031,austrian-grand-prix,2,2,FALSE,01:09.8
154,Romain GROSJEAN,1031,austrian-grand-prix,2,3,FALSE,01:08.4
154,Romain GROSJEAN,1031,austrian-grand-prix,2,4,FALSE,01:07.8
154,Romain GROSJEAN,1031,austrian-grand-prix,2,5,FALSE,01:36.3
154,Romain GROSJEAN,1031,austrian-grand-prix,2,6,FALSE,01:08.3
154,Romain GROSJEAN,1031,austrian-grand-prix,2,7,FALSE,01:07.6
154,Romain GROSJEAN,1031,austrian-grand-prix,2,8,FALSE,01:34.2
154,Romain GROSJEAN,1031,austrian-grand-prix,2,9,FALSE,01:19.2
154,Romain GROSJEAN,1031,austrian-grand-prix,2,10,FALSE,01:08.4
154,Romain GROSJEAN,1031,austrian-grand-prix,2,11,FALSE,01:12.8
154,Romain GROSJEAN,1031,austrian-grand-prix,2,12,FALSE,01:08.7
154,Romain GROSJEAN,1031,austrian-grand-prix,2,13,FALSE,01:07.0
154,Romain GROSJEAN,1031,austrian-grand-prix,2,14,TRUE,01:20.7
154,Romain GROSJEAN,1031,austrian-grand-prix,2,15,FALSE,19:21.7
154,Romain GROSJEAN,1031,austrian-grand-prix,2,16,FALSE,01:06.6
154,Romain GROSJEAN,1031,austrian-grand-prix,2,17,FALSE,01:47.0
154,Romain GROSJEAN,1031,austrian-grand-prix,2,18,FALSE,01:06.4
154,Romain GROSJEAN,1031,austrian-grand-prix,2,19,FALSE,01:44.2
154,Romain GROSJEAN,1031,austrian-grand-prix,2,20,FALSE,01:05.9
154,Romain GROSJEAN,1031,austrian-grand-prix,2,21,TRUE,01:25.0
154,Romain GROSJEAN,1031,austrian-grand-prix,2,22,FALSE,14:35.1
154,Romain GROSJEAN,1031,austrian-grand-prix,2,23,FALSE,01:10.0
154,Romain GROSJEAN,1031,austrian-grand-prix,2,24,FALSE,01:09.6
154,Romain GROSJEAN,1031,austrian-grand-prix,2,25,FALSE,01:10.4
154,Romain GROSJEAN,1031,austrian-grand-prix,2,26,FALSE,01:10.3
154,Romain GROSJEAN,1031,austrian-grand-prix,2,27,FALSE,01:09.6
154,Romain GROSJEAN,1031,austrian-grand-prix,2,28,FALSE,01:10.2
154,Romain GROSJEAN,1031,austrian-grand-prix,2,29,FALSE,01:10.2
154,Romain GROSJEAN,1031,austrian-grand-prix,2,30,FALSE,01:11.8
154,Romain GROSJEAN,1031,austrian-grand-prix,2,31,FALSE,01:10.1
154,Romain GROSJEAN,1031,austrian-grand-prix,2,32,FALSE,01:10.0
154,Romain GROSJEAN,1031,austrian-grand-prix,2,33,FALSE,01:10.1
154,Romain GROSJEAN,1031,austrian-grand-prix,2,34,FALSE,01:10.2
154,Romain GROSJEAN,1031,austrian-grand-prix,2,35,FALSE,01:10.0
154,Romain GROSJEAN,1031,austrian-grand-prix,2,36,FALSE,01:10.7
154,Romain GROSJEAN,1031,austrian-grand-prix,2,37,FALSE,01:23.2
154,Romain GROSJEAN,1031,austrian-grand-prix,2,38,FALSE,01:10.0
154,Romain GROSJEAN,1031,austrian-grand-prix,2,39,FALSE,01:09.9
154,Romain GROSJEAN,1031,austrian-grand-prix,2,40,TRUE,01:14.1
154,Romain GROSJEAN,1031,austrian-grand-prix,2,41,FALSE,01:32.6
154,Romain GROSJEAN,1031,austrian-grand-prix,2,42,FALSE,01:12.4
154,Romain GROSJEAN,1031,austrian-grand-prix,2,43,FALSE,01:11.8
154,Romain GROSJEAN,1031,austrian-grand-prix,2,44,FALSE,01:09.9
154,Romain GROSJEAN,1031,austrian-grand-prix,2,45,FALSE,01:09.7
154,Romain GROSJEAN,1031,austrian-grand-prix,2,46,FALSE,01:09.8
154,Romain GROSJEAN,1031,austrian-grand-prix,2,47,FALSE,01:09.9
154,Romain GROSJEAN,1031,austrian-grand-prix,2,48,FALSE,01:09.8
154,Romain GROSJEAN,1031,austrian-grand-prix,2,49,FALSE,01:53.3
154,Romain GROSJEAN,1031,austrian-grand-prix,2,50,TRUE,02:03.2
844,Charles LECLERC,1031,austrian-grand-prix,2,1,FALSE,15:09:50
844,Charles LECLERC,1031,austrian-grand-prix,2,2,FALSE,01:06.7
844,Charles LECLERC,1031,austrian-grand-prix,2,3,FALSE,01:37.8
844,Charles LECLERC,1031,austrian-grand-prix,2,4,FALSE,01:17.0
844,Charles LECLERC,1031,austrian-grand-prix,2,5,FALSE,01:16.5
844,Charles LECLERC,1031,austrian-grand-prix,2,6,FALSE,01:06.1
844,Charles LECLERC,1031,austrian-grand-prix,2,7,TRUE,01:40.0
844,Charles LECLERC,1031,austrian-grand-prix,2,8,FALSE,15:26.6
844,Charles LECLERC,1031,austrian-grand-prix,2,9,FALSE,01:23.1
844,Charles LECLERC,1031,austrian-grand-prix,2,10,FALSE,01:05.3
844,Charles LECLERC,1031,austrian-grand-prix,2,11,FALSE,01:38.6
844,Charles LECLERC,1031,austrian-grand-prix,2,12,FALSE,01:06.5
844,Charles LECLERC,1031,austrian-grand-prix,2,13,TRUE,01:30.7
844,Charles LECLERC,1031,austrian-grand-prix,2,14,TRUE,01:55.3
844,Charles LECLERC,1031,austrian-grand-prix,2,15,TRUE,12:06.1
844,Charles LECLERC,1031,austrian-grand-prix,2,16,FALSE,01:41.2
844,Charles LECLERC,1031,austrian-grand-prix,2,17,FALSE,01:09.4
844,Charles LECLERC,1031,austrian-grand-prix,2,18,FALSE,01:09.1
844,Charles LECLERC,1031,austrian-grand-prix,2,19,FALSE,01:10.7
844,Charles LECLERC,1031,austrian-grand-prix,2,20,FALSE,01:09.3
844,Charles LECLERC,1031,austrian-grand-prix,2,21,FALSE,01:09.9
844,Charles LECLERC,1031,austrian-grand-prix,2,22,FALSE,01:10.5
844,Charles LECLERC,1031,austrian-grand-prix,2,23,FALSE,01:09.7
844,Charles LECLERC,1031,austrian-grand-prix,2,24,FALSE,01:09.6
844,Charles LECLERC,1031,austrian-grand-prix,2,25,FALSE,01:09.6
844,Charles LECLERC,1031,austrian-grand-prix,2,26,FALSE,01:10.6
844,Charles LECLERC,1031,austrian-grand-prix,2,27,FALSE,01:10.1
844,Charles LECLERC,1031,austrian-grand-prix,2,28,FALSE,01:10.0
844,Charles LECLERC,1031,austrian-grand-prix,2,29,FALSE,01:09.5
844,Charles LECLERC,1031,austrian-grand-prix,2,30,FALSE,01:09.6
844,Charles LECLERC,1031,austrian-grand-prix,2,31,FALSE,01:09.5
844,Charles LECLERC,1031,austrian-grand-prix,2,32,TRUE,01:13.7
844,Charles LECLERC,1031,austrian-grand-prix,2,33,TRUE,01:35.0
844,Charles LECLERC,1031,austrian-grand-prix,2,34,FALSE,01:48.2
844,Charles LECLERC,1031,austrian-grand-prix,2,35,TRUE,01:24.1
844,Charles LECLERC,1031,austrian-grand-prix,2,36,FALSE,01:43.0
844,Charles LECLERC,1031,austrian-grand-prix,2,37,FALSE,01:13.7
844,Charles LECLERC,1031,austrian-grand-prix,2,38,FALSE,01:08.9
844,Charles LECLERC,1031,austrian-grand-prix,2,39,FALSE,01:09.2
844,Charles LECLERC,1031,austrian-grand-prix,2,40,FALSE,01:09.0
844,Charles LECLERC,1031,austrian-grand-prix,2,41,FALSE,01:09.0
844,Charles LECLERC,1031,austrian-grand-prix,2,42,FALSE,01:09.1
844,Charles LECLERC,1031,austrian-grand-prix,2,43,FALSE,01:08.9
844,Charles LECLERC,1031,austrian-grand-prix,2,44,FALSE,01:09.0
844,Charles LECLERC,1031,austrian-grand-prix,2,45,FALSE,01:36.0
844,Charles LECLERC,1031,austrian-grand-prix,2,46,TRUE,01:49.7
848,Alexander ALBON,1031,austrian-grand-prix,2,1,FALSE,15:09:37
848,Alexander ALBON,1031,austrian-grand-prix,2,2,FALSE,01:18.7
848,Alexander ALBON,1031,austrian-grand-prix,2,3,FALSE,01:07.8
848,Alexander ALBON,1031,austrian-grand-prix,2,4,FALSE,01:28.6
848,Alexander ALBON,1031,austrian-grand-prix,2,5,FALSE,01:17.9
848,Alexander ALBON,1031,austrian-grand-prix,2,6,FALSE,01:06.2
848,Alexander ALBON,1031,austrian-grand-prix,2,7,FALSE,01:21.8
848,Alexander ALBON,1031,austrian-grand-prix,2,8,FALSE,01:05.8
848,Alexander ALBON,1031,austrian-grand-prix,2,9,TRUE,01:17.5
848,Alexander ALBON,1031,austrian-grand-prix,2,10,FALSE,15:07.4
848,Alexander ALBON,1031,austrian-grand-prix,2,11,FALSE,01:18.9
848,Alexander ALBON,1031,austrian-grand-prix,2,12,FALSE,01:06.2
848,Alexander ALBON,1031,austrian-grand-prix,2,13,TRUE,01:32.8
848,Alexander ALBON,1031,austrian-grand-prix,2,14,FALSE,01:52.6
848,Alexander ALBON,1031,austrian-grand-prix,2,15,FALSE,01:05.5
848,Alexander ALBON,1031,austrian-grand-prix,2,16,FALSE,01:25.5
848,Alexander ALBON,1031,austrian-grand-prix,2,17,FALSE,01:25.9
848,Alexander ALBON,1031,austrian-grand-prix,2,18,FALSE,01:05.5
848,Alexander ALBON,1031,austrian-grand-prix,2,19,TRUE,01:25.1
848,Alexander ALBON,1031,austrian-grand-prix,2,20,FALSE,14:14.4
848,Alexander ALBON,1031,austrian-grand-prix,2,21,FALSE,01:10.1
848,Alexander ALBON,1031,austrian-grand-prix,2,22,FALSE,01:09.7
848,Alexander ALBON,1031,austrian-grand-prix,2,23,FALSE,01:09.3
848,Alexander ALBON,1031,austrian-grand-prix,2,24,FALSE,01:09.8
848,Alexander ALBON,1031,austrian-grand-prix,2,25,FALSE,01:24.1
848,Alexander ALBON,1031,austrian-grand-prix,2,26,FALSE,01:09.8
848,Alexander ALBON,1031,austrian-grand-prix,2,27,FALSE,01:09.7
848,Alexander ALBON,1031,austrian-grand-prix,2,28,FALSE,01:09.6
848,Alexander ALBON,1031,austrian-grand-prix,2,29,FALSE,01:09.7
848,Alexander ALBON,1031,austrian-grand-prix,2,30,TRUE,01:14.1
848,Alexander ALBON,1031,austrian-grand-prix,2,31,FALSE,01:28.3
848,Alexander ALBON,1031,austrian-grand-prix,2,32,FALSE,01:09.6
848,Alexander ALBON,1031,austrian-grand-prix,2,33,FALSE,01:09.4
848,Alexander ALBON,1031,austrian-grand-prix,2,34,FALSE,01:09.1
848,Alexander ALBON,1031,austrian-grand-prix,2,35,FALSE,01:09.1
848,Alexander ALBON,1031,austrian-grand-prix,2,36,FALSE,01:09.1
848,Alexander ALBON,1031,austrian-grand-prix,2,37,FALSE,01:09.6
848,Alexander ALBON,1031,austrian-grand-prix,2,38,FALSE,01:09.4
848,Alexander ALBON,1031,austrian-grand-prix,2,39,FALSE,01:09.5
848,Alexander ALBON,1031,austrian-grand-prix,2,40,FALSE,01:09.9
848,Alexander ALBON,1031,austrian-grand-prix,2,41,FALSE,01:09.9
848,Alexander ALBON,1031,austrian-grand-prix,2,42,FALSE,01:09.3
848,Alexander ALBON,1031,austrian-grand-prix,2,43,FALSE,01:09.3
848,Alexander ALBON,1031,austrian-grand-prix,2,44,FALSE,01:10.7
848,Alexander ALBON,1031,austrian-grand-prix,2,45,FALSE,01:09.1
848,Alexander ALBON,1031,austrian-grand-prix,2,46,FALSE,01:50.6
848,Alexander ALBON,1031,austrian-grand-prix,2,47,TRUE,02:03.8
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,1,FALSE,15:14:11
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,2,FALSE,01:06.2
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,3,FALSE,01:23.2
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,4,FALSE,01:05.7
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,5,FALSE,01:24.3
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,6,FALSE,01:05.4
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,7,TRUE,01:16.5
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,8,FALSE,15:23.3
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,9,FALSE,01:05.2
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,10,TRUE,01:24.6
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,11,TRUE,18:15.5
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,12,FALSE,01:31.2
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,13,FALSE,01:09.2
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,14,FALSE,01:31.5
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,15,FALSE,01:09.7
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,16,FALSE,01:09.0
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,17,FALSE,01:09.1
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,18,FALSE,01:09.5
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,19,FALSE,01:09.1
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,20,FALSE,01:09.7
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,21,FALSE,01:08.8
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,22,TRUE,01:12.9
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,23,FALSE,01:28.2
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,24,FALSE,01:08.5
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,25,FALSE,01:09.0
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,26,FALSE,01:09.0
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,27,FALSE,01:08.9
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,28,FALSE,01:08.9
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,29,FALSE,01:08.7
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,30,FALSE,01:08.1
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,31,FALSE,01:09.3
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,32,FALSE,01:09.3
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,33,FALSE,01:09.3
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,34,FALSE,01:12.2
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,35,FALSE,01:09.2
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,36,FALSE,01:09.1
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,37,FALSE,01:09.1
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,38,FALSE,01:09.0
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,39,FALSE,01:09.0
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,40,FALSE,01:55.1
830,Max VERSTAPPEN,1031,austrian-grand-prix,2,41,TRUE,02:17.0
847,George RUSSELL,1031,austrian-grand-prix,2,1,FALSE,15:09:18
847,George RUSSELL,1031,austrian-grand-prix,2,2,FALSE,01:08.0
847,George RUSSELL,1031,austrian-grand-prix,2,3,FALSE,01:30.2
847,George RUSSELL,1031,austrian-grand-prix,2,4,FALSE,01:07.3
